id,sample,z,voxel_um,phi_abs_error,phi_bias,phi_pred,phi_real,mae,rmse,pearson,sigma_phi_noise,offset,scale,beta,d100
img_000.png,skoltech,734,3.0,0.2401266098022461,-0.2401266098022461,13.328740119934082,13.568866729736328,6.141266345977783,9.550846099853516,0.8834639414474208,3.5010083399067398,7381.490499187176,4797.057954421177,265.5,3133.69431607666
img_001.png,university,28,3.689582,1.3309087753295898,1.3309087753295898,16.4404296875,15.10952091217041,14.49576187133789,18.901966094970703,0.8143053578722852,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_002.png,university,111,3.689582,0.09267425537109375,-0.09267425537109375,16.79228401184082,16.884958267211914,14.300111770629883,18.69266128540039,0.8091426335915751,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_003.png,skoltech,822,3.0,1.0111970901489258,-1.0111970901489258,12.513708114624023,13.52490520477295,6.0276594161987305,9.24067211151123,0.8862034200260761,3.5010083399067398,7381.490499187176,4797.057954421177,265.5,3133.69431607666
img_004.png,skoltech,858,3.0,0.9925069808959961,-0.9925069808959961,12.307356834411621,13.299863815307617,5.83628511428833,8.91000747680664,0.8946739671098296,3.5010083399067398,7381.490499187176,4797.057954421177,265.5,3133.69431607666
img_005.png,skoltech,895,3.0,0.921478271484375,-0.921478271484375,12.549654006958008,13.471132278442383,5.887411117553711,8.872822761535645,0.8878852220578775,3.5010083399067398,7381.490499187176,4797.057954421177,265.5,3133.69431607666
img_006.png,skoltech,727,3.0,0.4555215835571289,-0.4555215835571289,13.135637283325195,13.591158866882324,6.1203179359436035,9.47528076171875,0.8840533551919031,3.5010083399067398,7381.490499187176,4797.057954421177,265.5,3133.69431607666
img_007.png,skoltech,771,3.0,1.1556167602539062,-1.1556167602539062,12.222015380859375,13.377632141113281,6.384345054626465,9.972162246704102,0.8530944820013246,3.5010083399067398,7381.490499187176,4797.057954421177,265.5,3133.69431607666
img_008.png,skoltech,767,3.0,1.0966558456420898,-1.0966558456420898,12.193815231323242,13.290471076965332,6.385936260223389,10.470044136047363,0.8416971766193586,3.5010083399067398,7381.490499187176,4797.057954421177,265.5,3133.69431607666
img_009.png,skoltech,855,3.0,0.926793098449707,-0.926793098449707,12.34727668762207,13.274069786071777,5.852471351623535,8.96107006072998,0.8933974587324334,3.5010083399067398,7381.490499187176,4797.057954421177,265.5,3133.69431607666
img_010.png,university,371,3.689582,2.0450820922851562,-2.0450820922851562,16.1729736328125,18.218055725097656,12.894181251525879,17.161670684814453,0.8388943353217284,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_011.png,university,343,3.689582,1.518798828125,-1.518798828125,15.87942123413086,17.39822006225586,12.643840789794922,16.89525604248047,0.8434859055762066,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_012.png,university,139,3.689582,0.08917808532714844,-0.08917808532714844,16.199758529663086,16.288936614990234,14.545963287353516,18.859386444091797,0.8020488884271332,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_013.png,university,213,3.689582,1.0732421875,-1.0732421875,16.548004150390625,17.621246337890625,15.42559814453125,19.919008255004883,0.8050477163498523,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_014.png,university,464,3.689582,2.5427322387695312,-2.5427322387695312,16.111572265625,18.65430450439453,13.359827041625977,17.68810272216797,0.8401850828875463,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_015.png,university,47,3.689582,0.5752468109130859,-0.5752468109130859,16.468645095825195,17.04389190673828,14.12752628326416,18.376903533935547,0.8230500873774858,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_016.png,university,158,3.689582,1.2327404022216797,-1.2327404022216797,16.60941505432129,17.84215545654297,14.978145599365234,19.38142204284668,0.8124478025090063,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_017.png,university,250,3.689582,3.1061363220214844,-3.1061363220214844,16.846134185791016,19.9522705078125,15.418277740478516,20.681888580322266,0.8113131066552706,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_018.png,university,315,3.689582,0.6634254455566406,-0.6634254455566406,16.37509536743164,17.03852081298828,12.333453178405762,16.128278732299805,0.8467095913397075,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_019.png,university,362,3.689582,2.083057403564453,-2.083057403564453,16.615333557128906,18.69839096069336,12.9448881149292,17.255163192749023,0.8461197977399177,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_020.png,university,204,3.689582,2.401369094848633,-2.401369094848633,16.590200424194336,18.99156951904297,15.29475212097168,19.855260848999023,0.8144192769907778,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_021.png,skoltech,774,3.0,1.3429250717163086,-1.3429250717163086,12.115010261535645,13.457935333251953,6.260364055633545,9.546064376831055,0.868407786608395,3.5010083399067398,7381.490499187176,4797.057954421177,265.5,3133.69431607666
img_022.png,university,417,3.689582,1.409688949584961,-1.409688949584961,16.439510345458984,17.849199295043945,12.794166564941406,16.60989761352539,0.8346161513768763,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_023.png,university,84,3.689582,0.7511138916015625,-0.7511138916015625,16.565082550048828,17.31619644165039,14.071109771728516,18.31584358215332,0.8212804575105462,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_024.png,university,176,3.689582,2.3468265533447266,-2.3468265533447266,16.28968620300293,18.636512756347656,15.451919555664062,20.06221580505371,0.8088882538861121,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_025.png,skoltech,829,3.0,1.0027170181274414,-1.0027170181274414,12.417961120605469,13.42067813873291,5.898739337921143,9.027009010314941,0.89144107442598,3.5010083399067398,7381.490499187176,4797.057954421177,265.5,3133.69431607666
img_026.png,skoltech,814,3.0,0.060950279235839844,0.060950279235839844,13.724173545837402,13.663223266601562,6.042995452880859,8.786487579345703,0.9029767079305976,3.5010083399067398,7381.490499187176,4797.057954421177,265.5,3133.69431607666
img_027.png,university,102,3.689582,0.24536514282226562,-0.24536514282226562,16.61178207397461,16.857147216796875,14.208940505981445,18.540267944335938,0.8117583149609247,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_028.png,university,426,3.689582,1.0312767028808594,-1.0312767028808594,16.57638168334961,17.60765838623047,12.885237693786621,16.830955505371094,0.8505638877783154,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
img_029.png,university,260,3.689582,2.4336185455322266,-2.4336185455322266,16.97004508972168,19.403663635253906,14.103439331054688,18.757776260375977,0.8274527585222985,12.92148515046923,17266.614103300002,21205.407,30.0,13852.5
